state_code,Year,cdd,hdd,State,Description,cdd_hdd_sum
33,2000,51.75,488.4166666666667,OH,Ohio,540.1666666666667
33,2001,59.083333333333336,444.75,OH,Ohio,503.8333333333333
33,2002,80.5,462.75,OH,Ohio,543.25
33,2003,51.25,503.6666666666667,OH,Ohio,554.9166666666667
33,2004,54.583333333333336,474.0833333333333,OH,Ohio,528.6666666666666
33,2005,81.0,487.3333333333333,OH,Ohio,568.3333333333333
33,2006,61.333333333333336,435.75,OH,Ohio,497.0833333333333
33,2007,75.25,462.5,OH,Ohio,537.75
33,2008,60.666666666666664,499.75,OH,Ohio,560.4166666666666
33,2009,49.083333333333336,492.25,OH,Ohio,541.3333333333334
33,2010,83.33333333333333,488.9166666666667,OH,Ohio,572.25
33,2011,75.33333333333333,463.25,OH,Ohio,538.5833333333334
33,2012,80.25,415.4166666666667,OH,Ohio,495.6666666666667
33,2013,59.833333333333336,491.9166666666667,OH,Ohio,551.75
33,2014,53.583333333333336,537.5,OH,Ohio,591.0833333333334
33,2015,66.0,472.8333333333333,OH,Ohio,538.8333333333333
33,2016,87.0,436.5,OH,Ohio,523.5
33,2017,61.083333333333336,422.6666666666667,OH,Ohio,483.75
33,2018,88.5,480.4166666666667,OH,Ohio,568.9166666666667
33,2019,78.75,464.25,OH,Ohio,543.0
33,2020,73.0,437.5,OH,Ohio,510.5
34,2000,170.0,308.5833333333333,OK,Oklahoma,478.5833333333333
34,2001,170.16666666666666,291.1666666666667,OK,Oklahoma,461.33333333333337
34,2002,150.08333333333334,312.3333333333333,OK,Oklahoma,462.41666666666663
34,2003,151.75,301.0833333333333,OK,Oklahoma,452.8333333333333
34,2004,138.58333333333334,278.5833333333333,OK,Oklahoma,417.16666666666663
34,2005,161.75,279.8333333333333,OK,Oklahoma,441.5833333333333
34,2006,179.58333333333334,251.5,OK,Oklahoma,431.08333333333337
34,2007,159.25,295.0833333333333,OK,Oklahoma,454.3333333333333
34,2008,147.0,306.25,OK,Oklahoma,453.25
34,2009,141.91666666666666,306.75,OK,Oklahoma,448.66666666666663
34,2010,181.33333333333334,314.75,OK,Oklahoma,496.08333333333337
34,2011,206.66666666666666,299.5833333333333,OK,Oklahoma,506.25
34,2012,195.0,239.0,OK,Oklahoma,434.0
34,2013,149.75,333.3333333333333,OK,Oklahoma,483.0833333333333
34,2014,151.16666666666666,329.0833333333333,OK,Oklahoma,480.25
34,2015,163.33333333333334,284.5,OK,Oklahoma,447.83333333333337
34,2016,181.25,253.25,OK,Oklahoma,434.5
34,2017,154.5,243.5,OK,Oklahoma,398.0
34,2018,178.25,318.9166666666667,OK,Oklahoma,497.1666666666667
34,2019,164.91666666666666,311.8333333333333,OK,Oklahoma,476.75
34,2020,148.66666666666666,272.0,OK,Oklahoma,420.66666666666663
35,2000,12.833333333333334,455.6666666666667,OR,Oregon,468.5
35,2001,15.166666666666666,447.0833333333333,OR,Oregon,462.25
35,2002,17.916666666666668,443.8333333333333,OR,Oregon,461.75
35,2003,25.666666666666668,417.75,OR,Oregon,443.4166666666667
35,2004,21.75,418.1666666666667,OR,Oregon,439.9166666666667
35,2005,18.5,438.4166666666667,OR,Oregon,456.9166666666667
35,2006,20.0,439.3333333333333,OR,Oregon,459.3333333333333
35,2007,16.416666666666668,457.8333333333333,OR,Oregon,474.25
35,2008,15.583333333333334,477.5,OR,Oregon,493.0833333333333
35,2009,22.25,463.9166666666667,OR,Oregon,486.1666666666667
35,2010,12.583333333333334,449.9166666666667,OR,Oregon,462.5
35,2011,14.166666666666666,488.0833333333333,OR,Oregon,502.25
35,2012,17.333333333333332,452.0833333333333,OR,Oregon,469.41666666666663
35,2013,21.416666666666668,451.5833333333333,OR,Oregon,473.0
35,2014,29.833333333333332,395.0,OR,Oregon,424.8333333333333
35,2015,30.916666666666668,374.5833333333333,OR,Oregon,405.5
35,2016,18.5,406.9166666666667,OR,Oregon,425.4166666666667
35,2017,29.166666666666668,447.5,OR,Oregon,476.6666666666667
35,2018,23.833333333333332,421.4166666666667,OR,Oregon,445.25
35,2019,17.75,452.1666666666667,OR,Oregon,469.9166666666667
35,2020,21.083333333333332,420.1666666666667,OR,Oregon,441.25
36,2000,40.583333333333336,492.4166666666667,PA,Pennsylvania,533.0
36,2001,51.916666666666664,459.0,PA,Pennsylvania,510.9166666666667
36,2002,68.08333333333333,460.9166666666667,PA,Pennsylvania,529.0
36,2003,49.833333333333336,512.5,PA,Pennsylvania,562.3333333333334
36,2004,52.5,479.9166666666667,PA,Pennsylvania,532.4166666666667
36,2005,74.16666666666667,489.4166666666667,PA,Pennsylvania,563.5833333333334
36,2006,58.333333333333336,432.5,PA,Pennsylvania,490.8333333333333
36,2007,61.583333333333336,471.75,PA,Pennsylvania,533.3333333333334
36,2008,54.25,483.3333333333333,PA,Pennsylvania,537.5833333333333
36,2009,44.333333333333336,488.6666666666667,PA,Pennsylvania,533.0
36,2010,75.41666666666667,468.75,PA,Pennsylvania,544.1666666666666
36,2011,71.16666666666667,454.8333333333333,PA,Pennsylvania,526.0
36,2012,69.16666666666667,417.5833333333333,PA,Pennsylvania,486.75
36,2013,56.0,486.0,PA,Pennsylvania,542.0
36,2014,48.25,524.1666666666666,PA,Pennsylvania,572.4166666666666
36,2015,65.83333333333333,475.4166666666667,PA,Pennsylvania,541.25
36,2016,76.16666666666667,447.9166666666667,PA,Pennsylvania,524.0833333333334
36,2017,55.583333333333336,437.75,PA,Pennsylvania,493.3333333333333
36,2018,74.41666666666667,480.0,PA,Pennsylvania,554.4166666666666
36,2019,68.08333333333333,465.8333333333333,PA,Pennsylvania,533.9166666666666
36,2020,70.33333333333333,432.1666666666667,PA,Pennsylvania,502.5
37,2000,29.666666666666668,500.25,RI,Rhode Island,529.9166666666666
37,2001,44.583333333333336,464.1666666666667,RI,Rhode Island,508.75
37,2002,48.75,466.9166666666667,RI,Rhode Island,515.6666666666667
37,2003,46.25,528.9166666666666,RI,Rhode Island,575.1666666666666
37,2004,35.416666666666664,509.4166666666667,RI,Rhode Island,544.8333333333334
37,2005,56.75,507.6666666666667,RI,Rhode Island,564.4166666666667
37,2006,46.916666666666664,443.3333333333333,RI,Rhode Island,490.25
37,2007,46.333333333333336,489.0833333333333,RI,Rhode Island,535.4166666666666
37,2008,47.75,477.9166666666667,RI,Rhode Island,525.6666666666667
37,2009,36.166666666666664,496.75,RI,Rhode Island,532.9166666666666
37,2010,59.5,452.8333333333333,RI,Rhode Island,512.3333333333333
37,2011,53.25,456.5833333333333,RI,Rhode Island,509.8333333333333
37,2012,51.666666666666664,417.0833333333333,RI,Rhode Island,468.75
37,2013,52.75,485.5833333333333,RI,Rhode Island,538.3333333333333
37,2014,41.0,501.75,RI,Rhode Island,542.75
37,2015,53.333333333333336,490.0,RI,Rhode Island,543.3333333333334
37,2016,60.083333333333336,446.1666666666667,RI,Rhode Island,506.25
37,2017,44.25,452.3333333333333,RI,Rhode Island,496.5833333333333
37,2018,63.416666666666664,469.9166666666667,RI,Rhode Island,533.3333333333334
37,2019,52.0,486.75,RI,Rhode Island,538.75
37,2020,63.0,432.0,RI,Rhode Island,495.0
38,2000,156.33333333333334,243.16666666666666,SC,South Carolina,399.5
38,2001,145.66666666666666,202.25,SC,South Carolina,347.91666666666663
38,2002,172.25,215.91666666666666,SC,South Carolina,388.16666666666663
38,2003,144.83333333333334,228.66666666666666,SC,South Carolina,373.5
38,2004,162.16666666666666,220.25,SC,South Carolina,382.41666666666663
38,2005,161.41666666666666,223.66666666666666,SC,South Carolina,385.0833333333333
38,2006,154.58333333333334,199.0,SC,South Carolina,353.58333333333337
38,2007,172.41666666666666,195.83333333333334,SC,South Carolina,368.25
38,2008,155.0,221.58333333333334,SC,South Carolina,376.58333333333337
38,2009,156.25,230.58333333333334,SC,South Carolina,386.83333333333337
38,2010,191.41666666666666,267.5833333333333,SC,South Carolina,459.0
38,2011,179.41666666666666,209.58333333333334,SC,South Carolina,389.0
38,2012,165.0,182.41666666666666,SC,South Carolina,347.41666666666663
38,2013,140.5,225.66666666666666,SC,South Carolina,366.16666666666663
38,2014,155.75,244.83333333333334,SC,South Carolina,400.58333333333337
38,2015,178.66666666666666,197.16666666666666,SC,South Carolina,375.8333333333333
38,2016,192.33333333333334,199.25,SC,South Carolina,391.58333333333337
38,2017,171.0,174.08333333333334,SC,South Carolina,345.08333333333337
38,2018,188.16666666666666,217.66666666666666,SC,South Carolina,405.8333333333333
38,2019,191.66666666666666,194.66666666666666,SC,South Carolina,386.3333333333333
38,2020,163.08333333333334,180.33333333333334,SC,South Carolina,343.4166666666667
39,2000,60.416666666666664,630.25,SD,South Dakota,690.6666666666666
39,2001,65.08333333333333,621.5,SD,South Dakota,686.5833333333334
39,2002,71.83333333333333,633.75,SD,South Dakota,705.5833333333334
39,2003,60.083333333333336,627.4166666666666,SD,South Dakota,687.5
39,2004,41.25,598.9166666666666,SD,South Dakota,640.1666666666666
39,2005,67.75,596.5,SD,South Dakota,664.25
39,2006,69.75,576.4166666666666,SD,South Dakota,646.1666666666666
39,2007,71.41666666666667,618.4166666666666,SD,South Dakota,689.8333333333333
39,2008,52.25,688.9166666666666,SD,South Dakota,741.1666666666666
39,2009,38.666666666666664,674.9166666666666,SD,South Dakota,713.5833333333333
39,2010,60.5,644.75,SD,South Dakota,705.25
39,2011,62.333333333333336,657.0833333333334,SD,South Dakota,719.4166666666667
39,2012,83.83333333333333,547.3333333333334,SD,South Dakota,631.1666666666667
39,2013,57.916666666666664,690.4166666666666,SD,South Dakota,748.3333333333333
39,2014,43.166666666666664,681.5,SD,South Dakota,724.6666666666666
39,2015,57.5,583.5,SD,South Dakota,641.0
39,2016,65.25,567.1666666666666,SD,South Dakota,632.4166666666666
39,2017,57.833333333333336,601.5,SD,South Dakota,659.3333333333334
39,2018,63.0,683.5,SD,South Dakota,746.5
39,2019,52.333333333333336,718.9166666666666,SD,South Dakota,771.25
39,2020,66.25,614.6666666666666,SD,South Dakota,680.9166666666666
40,2000,118.83333333333333,327.5833333333333,TN,Tennessee,446.41666666666663
40,2001,105.91666666666667,308.0,TN,Tennessee,413.9166666666667
40,2002,129.41666666666666,315.1666666666667,TN,Tennessee,444.58333333333337
40,2003,102.0,325.5,TN,Tennessee,427.5
40,2004,107.5,300.0,TN,Tennessee,407.5
40,2005,123.41666666666667,309.75,TN,Tennessee,433.1666666666667
40,2006,116.91666666666667,297.1666666666667,TN,Tennessee,414.08333333333337
40,2007,144.91666666666666,291.4166666666667,TN,Tennessee,436.33333333333337
40,2008,111.33333333333333,331.0,TN,Tennessee,442.3333333333333
40,2009,103.75,325.5833333333333,TN,Tennessee,429.3333333333333
40,2010,148.08333333333334,357.8333333333333,TN,Tennessee,505.91666666666663
40,2011,126.5,306.0833333333333,TN,Tennessee,432.5833333333333
40,2012,129.41666666666666,265.8333333333333,TN,Tennessee,395.25
40,2013,101.25,336.6666666666667,TN,Tennessee,437.9166666666667
40,2014,106.0,357.0,TN,Tennessee,463.0
40,2015,121.66666666666667,297.4166666666667,TN,Tennessee,419.08333333333337
40,2016,147.0,286.4166666666667,TN,Tennessee,433.4166666666667
40,2017,114.0,263.9166666666667,TN,Tennessee,377.9166666666667
40,2018,143.5,320.3333333333333,TN,Tennessee,463.8333333333333
40,2019,137.58333333333334,290.25,TN,Tennessee,427.83333333333337
40,2020,115.91666666666667,286.0,TN,Tennessee,401.9166666666667
41,2000,250.33333333333334,150.58333333333334,TX,Texas,400.9166666666667
41,2001,227.0,158.75,TX,Texas,385.75
41,2002,224.16666666666666,167.0,TX,Texas,391.16666666666663
41,2003,224.16666666666666,157.91666666666666,TX,Texas,382.0833333333333
41,2004,222.66666666666666,147.83333333333334,TX,Texas,370.5
41,2005,235.66666666666666,142.25,TX,Texas,377.91666666666663
41,2006,250.0,126.66666666666667,TX,Texas,376.6666666666667
41,2007,216.25,154.58333333333334,TX,Texas,370.83333333333337
41,2008,226.41666666666666,149.58333333333334,TX,Texas,376.0
41,2009,236.41666666666666,153.83333333333334,TX,Texas,390.25
41,2010,239.83333333333334,179.08333333333334,TX,Texas,418.9166666666667
41,2011,280.8333333333333,152.25,TX,Texas,433.0833333333333
41,2012,258.0,117.58333333333333,TX,Texas,375.5833333333333
41,2013,228.83333333333334,167.83333333333334,TX,Texas,396.6666666666667
41,2014,223.58333333333334,174.0,TX,Texas,397.58333333333337
41,2015,242.33333333333334,154.83333333333334,TX,Texas,397.1666666666667
41,2016,255.08333333333334,125.08333333333333,TX,Texas,380.1666666666667
41,2017,245.33333333333334,111.41666666666667,TX,Texas,356.75
41,2018,251.25,165.33333333333334,TX,Texas,416.58333333333337
41,2019,244.33333333333334,156.58333333333334,TX,Texas,400.9166666666667
41,2020,246.75,129.08333333333334,TX,Texas,375.83333333333337
42,2000,52.75,562.3333333333334,UT,Utah,615.0833333333334
42,2001,54.25,565.3333333333334,UT,Utah,619.5833333333334
42,2002,50.75,609.8333333333334,UT,Utah,660.5833333333334
42,2003,57.25,550.1666666666666,UT,Utah,607.4166666666666
42,2004,36.083333333333336,589.8333333333334,UT,Utah,625.9166666666667
42,2005,38.916666666666664,575.6666666666666,UT,Utah,614.5833333333333
42,2006,48.0,583.5,UT,Utah,631.5
42,2007,57.75,567.75,UT,Utah,625.5
42,2008,43.5,621.1666666666666,UT,Utah,664.6666666666666
42,2009,38.083333333333336,605.1666666666666,UT,Utah,643.25
42,2010,38.5,597.5833333333334,UT,Utah,636.0833333333334
42,2011,40.5,625.5833333333334,UT,Utah,666.0833333333334
42,2012,53.583333333333336,531.9166666666666,UT,Utah,585.5
42,2013,50.5,623.8333333333334,UT,Utah,674.3333333333334
42,2014,42.083333333333336,542.5,UT,Utah,584.5833333333334
42,2015,46.583333333333336,523.8333333333334,UT,Utah,570.4166666666667
42,2016,49.666666666666664,545.75,UT,Utah,595.4166666666666
42,2017,52.0,553.4166666666666,UT,Utah,605.4166666666666
42,2018,57.666666666666664,560.4166666666666,UT,Utah,618.0833333333333
42,2019,42.333333333333336,619.6666666666666,UT,Utah,662.0
42,2020,54.416666666666664,557.75,UT,Utah,612.1666666666666
43,2000,8.416666666666666,700.0,VT,Vermont,708.4166666666666
43,2001,18.25,648.5833333333334,VT,Vermont,666.8333333333334
43,2002,19.416666666666668,655.5833333333334,VT,Vermont,675.0
43,2003,19.583333333333332,719.25,VT,Vermont,738.8333333333334
43,2004,13.75,703.4166666666666,VT,Vermont,717.1666666666666
43,2005,29.833333333333332,673.25,VT,Vermont,703.0833333333334
43,2006,20.416666666666668,612.9166666666666,VT,Vermont,633.3333333333333
43,2007,14.666666666666666,691.25,VT,Vermont,705.9166666666666
43,2008,16.583333333333332,669.6666666666666,VT,Vermont,686.25
43,2009,12.833333333333334,690.3333333333334,VT,Vermont,703.1666666666667
43,2010,23.833333333333332,621.9166666666666,VT,Vermont,645.75
43,2011,23.75,637.9166666666666,VT,Vermont,661.6666666666666
43,2012,24.083333333333332,588.6666666666666,VT,Vermont,612.75
43,2013,21.583333333333332,669.1666666666666,VT,Vermont,690.75
43,2014,15.0,700.25,VT,Vermont,715.25
43,2015,21.916666666666668,682.5,VT,Vermont,704.4166666666666
43,2016,23.75,626.6666666666666,VT,Vermont,650.4166666666666
43,2017,13.5,643.6666666666666,VT,Vermont,657.1666666666666
43,2018,28.666666666666668,675.3333333333334,VT,Vermont,704.0
43,2019,19.416666666666668,705.9166666666666,VT,Vermont,725.3333333333333
43,2020,26.583333333333332,623.4166666666666,VT,Vermont,650.0
44,2000,79.0,374.3333333333333,VA,Virginia,453.3333333333333
44,2001,77.5,344.1666666666667,VA,Virginia,421.6666666666667
44,2002,103.08333333333333,344.8333333333333,VA,Virginia,447.91666666666663
44,2003,82.08333333333333,378.25,VA,Virginia,460.3333333333333
44,2004,90.66666666666667,355.8333333333333,VA,Virginia,446.5
44,2005,103.25,367.75,VA,Virginia,471.0
44,2006,90.66666666666667,328.5833333333333,VA,Virginia,419.25
44,2007,103.41666666666667,341.1666666666667,VA,Virginia,444.58333333333337
44,2008,88.58333333333333,355.75,VA,Virginia,444.3333333333333
44,2009,83.33333333333333,369.6666666666667,VA,Virginia,453.0
44,2010,123.0,378.25,VA,Virginia,501.25
44,2011,106.75,336.5,VA,Virginia,443.25
44,2012,102.25,313.4166666666667,VA,Virginia,415.6666666666667
44,2013,83.25,369.5,VA,Virginia,452.75
44,2014,82.83333333333333,392.4166666666667,VA,Virginia,475.25
44,2015,101.16666666666667,347.0,VA,Virginia,448.1666666666667
44,2016,111.33333333333333,338.75,VA,Virginia,450.0833333333333
44,2017,94.16666666666667,315.75,VA,Virginia,409.9166666666667
44,2018,117.0,360.1666666666667,VA,Virginia,477.1666666666667
44,2019,117.58333333333333,332.6666666666667,VA,Virginia,450.25
44,2020,100.33333333333333,313.5833333333333,VA,Virginia,413.91666666666663
45,2000,9.416666666666666,491.0833333333333,WA,Washington,500.5
45,2001,11.333333333333334,485.0,WA,Washington,496.3333333333333
45,2002,12.916666666666666,479.6666666666667,WA,Washington,492.58333333333337
45,2003,19.166666666666668,446.6666666666667,WA,Washington,465.83333333333337
45,2004,19.916666666666668,436.5,WA,Washington,456.4166666666667
45,2005,13.75,457.8333333333333,WA,Washington,471.5833333333333
45,2006,15.583333333333334,462.8333333333333,WA,Washington,478.41666666666663
45,2007,13.833333333333334,486.4166666666667,WA,Washington,500.25
45,2008,10.916666666666666,511.1666666666667,WA,Washington,522.0833333333334
45,2009,18.833333333333332,496.6666666666667,WA,Washington,515.5
45,2010,10.0,464.75,WA,Washington,474.75
45,2011,10.166666666666666,517.0,WA,Washington,527.1666666666666
45,2012,13.583333333333334,482.5,WA,Washington,496.0833333333333
45,2013,18.583333333333332,479.25,WA,Washington,497.8333333333333
45,2014,22.416666666666668,438.0,WA,Washington,460.4166666666667
45,2015,25.583333333333332,407.4166666666667,WA,Washington,433.0
45,2016,14.5,427.1666666666667,WA,Washington,441.6666666666667
45,2017,21.166666666666668,482.8333333333333,WA,Washington,504.0
45,2018,19.75,448.5,WA,Washington,468.25
45,2019,15.416666666666666,479.1666666666667,WA,Washington,494.58333333333337
45,2020,15.25,451.3333333333333,WA,Washington,466.5833333333333
46,2000,55.5,438.0,WV,West Virginia,493.5
46,2001,56.25,410.5,WV,West Virginia,466.75
46,2002,76.5,413.1666666666667,WV,West Virginia,489.6666666666667
46,2003,55.583333333333336,442.9166666666667,WV,West Virginia,498.5
46,2004,60.833333333333336,413.75,WV,West Virginia,474.5833333333333
46,2005,79.58333333333333,432.0,WV,West Virginia,511.5833333333333
46,2006,60.25,401.5833333333333,WV,West Virginia,461.8333333333333
46,2007,77.41666666666667,408.75,WV,West Virginia,486.1666666666667
46,2008,56.75,439.0833333333333,WV,West Virginia,495.8333333333333
46,2009,52.666666666666664,436.5,WV,West Virginia,489.1666666666667
46,2010,84.0,454.25,WV,West Virginia,538.25
46,2011,74.33333333333333,404.0833333333333,WV,West Virginia,478.41666666666663
46,2012,75.33333333333333,377.6666666666667,WV,West Virginia,453.0
46,2013,59.25,439.9166666666667,WV,West Virginia,499.1666666666667
46,2014,56.25,468.0,WV,West Virginia,524.25
46,2015,72.41666666666667,410.75,WV,West Virginia,483.1666666666667
46,2016,87.16666666666667,395.5833333333333,WV,West Virginia,482.75
46,2017,60.75,374.6666666666667,WV,West Virginia,435.4166666666667
46,2018,89.16666666666667,425.75,WV,West Virginia,514.9166666666666
46,2019,82.91666666666667,394.5,WV,West Virginia,477.4166666666667
46,2020,72.75,388.75,WV,West Virginia,461.5
47,2000,35.75,619.6666666666666,WI,Wisconsin,655.4166666666666
47,2001,45.5,586.0,WI,Wisconsin,631.5
47,2002,52.083333333333336,610.8333333333334,WI,Wisconsin,662.9166666666667
47,2003,39.166666666666664,645.6666666666666,WI,Wisconsin,684.8333333333333
47,2004,27.666666666666668,620.4166666666666,WI,Wisconsin,648.0833333333333
47,2005,56.5,609.9166666666666,WI,Wisconsin,666.4166666666666
47,2006,46.583333333333336,573.3333333333334,WI,Wisconsin,619.9166666666667
47,2007,49.25,608.4166666666666,WI,Wisconsin,657.6666666666666
47,2008,38.25,680.75,WI,Wisconsin,719.0
47,2009,26.75,657.5,WI,Wisconsin,684.25
47,2010,55.166666666666664,593.8333333333334,WI,Wisconsin,649.0
47,2011,48.833333333333336,626.9166666666666,WI,Wisconsin,675.75
47,2012,62.083333333333336,537.5833333333334,WI,Wisconsin,599.6666666666667
47,2013,38.666666666666664,682.4166666666666,WI,Wisconsin,721.0833333333333
47,2014,33.833333333333336,723.25,WI,Wisconsin,757.0833333333334
47,2015,39.083333333333336,601.1666666666666,WI,Wisconsin,640.25
47,2016,53.5,570.8333333333334,WI,Wisconsin,624.3333333333334
47,2017,38.833333333333336,591.3333333333334,WI,Wisconsin,630.1666666666667
47,2018,52.0,649.75,WI,Wisconsin,701.75
47,2019,43.0,668.75,WI,Wisconsin,711.75
47,2020,50.416666666666664,598.8333333333334,WI,Wisconsin,649.25
48,2000,29.333333333333332,683.3333333333334,WY,Wyoming,712.6666666666667
48,2001,32.333333333333336,665.6666666666666,WY,Wyoming,698.0
48,2002,28.166666666666668,715.6666666666666,WY,Wyoming,743.8333333333333
48,2003,31.75,668.4166666666666,WY,Wyoming,700.1666666666666
48,2004,12.5,669.4166666666666,WY,Wyoming,681.9166666666666
48,2005,22.0,663.6666666666666,WY,Wyoming,685.6666666666666
48,2006,31.75,664.9166666666666,WY,Wyoming,696.6666666666666
48,2007,34.083333333333336,666.25,WY,Wyoming,700.3333333333334
48,2008,19.666666666666668,728.6666666666666,WY,Wyoming,748.3333333333333
48,2009,12.583333333333334,719.1666666666666,WY,Wyoming,731.75
48,2010,18.833333333333332,689.25,WY,Wyoming,708.0833333333334
48,2011,26.25,720.4166666666666,WY,Wyoming,746.6666666666666
48,2012,37.25,618.0833333333334,WY,Wyoming,655.3333333333334
48,2013,29.0,709.6666666666666,WY,Wyoming,738.6666666666666
48,2014,17.166666666666668,687.0833333333334,WY,Wyoming,704.25
48,2015,23.75,631.9166666666666,WY,Wyoming,655.6666666666666
48,2016,25.916666666666668,639.8333333333334,WY,Wyoming,665.75
48,2017,24.333333333333332,657.9166666666666,WY,Wyoming,682.25
48,2018,23.333333333333332,681.4166666666666,WY,Wyoming,704.75
48,2019,20.5,742.1666666666666,WY,Wyoming,762.6666666666666
48,2020,29.5,672.4166666666666,WY,Wyoming,701.9166666666666
